objname u g r i z J H K W1 W2 W3 W4
saga-282      0.1101059      0.2546094      0.4981526      0.7225761      0.8651599      0.4721589      0.6413571      0.5963900      0.8239802      0.8042486      1.1491399      2.5691843
saga-325      0.5305507      1.6817693      3.1045315      4.1476960      5.2442904      1.9111212      2.2840199      2.2862852      1.7600167      1.1507747      0.0773048            NaN
saga-326      0.0664503      0.1958015      0.3341972      0.4787994      0.5778303      0.6230003      0.5560321      0.8463117      0.5871063      0.5631062      1.4580090      2.4264727
saga-330      0.0341732      0.1751951      0.5186206      0.9506344      1.4125650      0.9088417      1.5527440      2.5818462      3.1821218      4.6407728     14.3541803     34.1269913
saga-331      0.1022258      0.5189734      1.1123153      1.6449842      2.1608212      1.0687798      1.5244032      1.4359205      1.3119485      0.9362467      1.6976939      3.1870167
saga-332      0.1070969      0.1965666      0.3612994      0.6960381      0.6799042      1.0638691      1.7648178      2.8809147      3.3290229      4.6664896     15.3098316     20.9274311
saga-335      0.1187876      0.4184826      0.6616338      0.9186579      1.1593878      0.7448833      0.9707332      2.9480197     24.4746666    114.3379211    434.6266174   1142.7791748
saga-360      0.1185375      0.4466207      0.9387850      1.5054677      1.9626510      1.6970249      2.1178727      2.4430389      2.3459394      1.7692544            NaN            NaN
saga-365      0.1792682      0.6518207      1.1238924      1.5285417      1.9090666      0.7259191      0.8796297      1.0344998      1.2020341      0.9345236      1.3124782      1.7229080
saga-372      0.1752855      0.7189951      1.5905843      2.3595798      3.1157882      1.1980866      1.5991893      1.5978293      1.0752681      0.6946888      0.0765925            NaN
saga-373      0.9240072      4.4367251      8.1391754     10.8855963     14.2562418     11.3263044     12.9508982     17.3912334     23.0524349     28.2221642     99.7695999    185.0913696
saga-390      0.2030077      0.9826325      2.3864262      3.8796182      5.6803641      3.8769324      6.3664875     11.9105110     27.3852558     43.5903435    109.3476181    162.1275177
